ORIGEM;UF_O;DESTINO;UF_D;MáxDePT1;MáxDePT2;
DRACENA;SP;SAO PAULO;SP;34;168;
DUARTINA;SP;ARARAS;SP;5;0;
DUARTINA;SP;CORDEIROPOLIS;SP;5;72;
DUARTINA;SP;MARILIA;SP;2;0;
DUARTINA;SP;RIBEIRAO PRETO;SP;6;96;
DUARTINA;SP;SAO BERNARDO DO CAMPO;SP;24;96;
DUMONT;SP;ARARAS;SP;3;0;
DUMONT;SP;CORDEIROPOLIS;SP;3;72;
DUMONT;SP;MARILIA;SP;5;0;
DUMONT;SP;RIBEIRAO PRETO;SP;4;72;
DUMONT;SP;SAO BERNARDO DO CAMPO;SP;6;96;
ECHAPORA;SP;ARARAS;SP;6;0;
ECHAPORA;SP;CORDEIROPOLIS;SP;6;96;
ECHAPORA;SP;MARILIA;SP;1;0;
ECHAPORA;SP;RIBEIRAO PRETO;SP;24;96;
ECHAPORA;SP;SAO BERNARDO DO CAMPO;SP;26;120;
ECHAPORA;SP;SAO PAULO;SP;27;144;
ELDORADO;SP;MARILIA;SP;24;0;
ELDORADO;SP;RIBEIRAO PRETO;SP;25;96;
ELDORADO;SP;SAO BERNARDO DO CAMPO;SP;5;72;
ELIAS FAUSTO;SP;ARARAS;SP;2;0;
ELIAS FAUSTO;SP;CORDEIROPOLIS;SP;2;72;
ELIAS FAUSTO;SP;MARILIA;SP;6;0;
ELIAS FAUSTO;SP;RIBEIRAO PRETO;SP;6;96;
ELIAS FAUSTO;SP;SAO BERNARDO DO CAMPO;SP;3;72;
ELISIARIO;SP;ARARAS;SP;5;0;
ELISIARIO;SP;CORDEIROPOLIS;SP;5;72;
ELISIARIO;SP;MARILIA;SP;4;0;
ELISIARIO;SP;RIBEIRAO PRETO;SP;6;96;
ELISIARIO;SP;SAO BERNARDO DO CAMPO;SP;24;96;
EMBAUBA;SP;MARILIA;SP;4;0;
EMBAUBA;SP;RIBEIRAO PRETO;SP;6;96;
EMBAUBA;SP;SAO BERNARDO DO CAMPO;SP;24;96;
EMBU GUACU;SP;MONTES CLAROS;MG;53;0;
EMBU GUACU;SP;ARARAS;SP;4;0;
EMBU GUACU;SP;MARILIA;SP;24;0;
EMBU GUACU;SP;RIBEIRAO PRETO;SP;24;96;
EMBU GUACU;SP;SAO BERNARDO DO CAMPO;SP;2;48;
EMBU GUACU;SP;SAO PAULO;SP;2;72;
EMBU;SP;FEIRA DE SANTANA;BA;98;0;
EMBU;SP;ITUIUTABA;MG;35;0;
EMBU;SP;MONTES CLAROS;MG;51;0;
EMBU;SP;RIO DE JANEIRO;RJ;24;96;
EMBU;SP;ARACATUBA;SP;26;0;
EMBU;SP;ARARAQUARA;SP;5;72;
EMBU;SP;ARARAS;SP;3;0;
EMBU;SP;CACAPAVA;SP;3;0;
EMBU;SP;CORDEIROPOLIS;SP;3;72;
EMBU;SP;MARILIA;SP;24;0;
EMBU;SP;RIBEIRAO PRETO;SP;6;96;
EMBU;SP;SAO BERNARDO DO CAMPO;SP;1;48;
EMBU;SP;SAO JOSE DO RIO PARDO;SP;5;0;
EMILIANOPOLIS;SP;MARILIA;SP;4;0;
EMILIANOPOLIS;SP;RIBEIRAO PRETO;SP;26;96;
EMILIANOPOLIS;SP;SAO BERNARDO DO CAMPO;SP;33;144;
ENGENHEIRO COELHO;SP;ARARAS;SP;1;0;
ENGENHEIRO COELHO;SP;CORDEIROPOLIS;SP;1;48;
ENGENHEIRO COELHO;SP;MARILIA;SP;6;0;
ENGENHEIRO COELHO;SP;RIBEIRAO PRETO;SP;6;96;
ENGENHEIRO COELHO;SP;SAO BERNARDO DO CAMPO;SP;4;72;
ESPIRITO SANTO DO PINHAL;SP;MONTES CLAROS;MG;46;0;
ESPIRITO SANTO DO PINHAL;SP;RIO DE JANEIRO;RJ;44;192;
ESPIRITO SANTO DO PINHAL;SP;ARARAQUARA;SP;4;72;
ESPIRITO SANTO DO PINHAL;SP;ARARAS;SP;2;0;
ESPIRITO SANTO DO PINHAL;SP;CORDEIROPOLIS;SP;2;72;
ESPIRITO SANTO DO PINHAL;SP;MARILIA;SP;24;0;
ESPIRITO SANTO DO PINHAL;SP;RIBEIRAO PRETO;SP;6;96;
ESPIRITO SANTO DO PINHAL;SP;SAO BERNARDO DO CAMPO;SP;4;72;
ESPIRITO SANTO DO TURVO;SP;ARARAS;SP;5;0;
ESPIRITO SANTO DO TURVO;SP;CORDEIROPOLIS;SP;5;72;
ESPIRITO SANTO DO TURVO;SP;MARILIA;SP;3;0;
ESPIRITO SANTO DO TURVO;SP;RIBEIRAO PRETO;SP;6;96;
ESPIRITO SANTO DO TURVO;SP;SAO BERNARDO DO CAMPO;SP;24;96;
ESTIVA GERBI;SP;ARARAS;SP;1;0;
ESTIVA GERBI;SP;CORDEIROPOLIS;SP;2;48;
ESTIVA GERBI;SP;MARILIA;SP;24;0;
ESTIVA GERBI;SP;RIBEIRAO PRETO;SP;6;96;
ESTIVA GERBI;SP;SAO BERNARDO DO CAMPO;SP;4;72;
ESTIVA GERBI;SP;SAO PAULO;SP;4;96;
ESTRELA DO NORTE;SP;ARARAS;SP;27;0;
ESTRELA DO NORTE;SP;CORDEIROPOLIS;SP;27;120;
ESTRELA DO NORTE;SP;MARILIA;SP;4;0;
ESTRELA DO NORTE;SP;RIBEIRAO PRETO;SP;27;96;
ESTRELA DO NORTE;SP;SAO BERNARDO DO CAMPO;SP;33;144;
ESTRELA DOESTE;SP;ARARAS;SP;24;0;
ESTRELA DOESTE;SP;CORDEIROPOLIS;SP;24;96;
ESTRELA DOESTE;SP;MARILIA;SP;5;0;
ESTRELA DOESTE;SP;RIBEIRAO PRETO;SP;24;96;
ESTRELA DOESTE;SP;SAO BERNARDO DO CAMPO;SP;30;120;
EUCLIDES DA CUNHA PAULIST;SP;MARILIA;SP;6;0;
EUCLIDES DA CUNHA PAULIST;SP;RIBEIRAO PRETO;SP;33;120;
EUCLIDES DA CUNHA PAULIST;SP;SAO BERNARDO DO CAMPO;SP;38;144;
FARTURA;SP;ARARAQUARA;SP;5;72;
FARTURA;SP;ARARAS;SP;6;0;
FARTURA;SP;CORDEIROPOLIS;SP;5;72;
FARTURA;SP;MARILIA;SP;4;0;
FARTURA;SP;RIBEIRAO PRETO;SP;24;96;
FARTURA;SP;SAO BERNARDO DO CAMPO;SP;24;96;
FARTURA;SP;SAO PAULO;SP;24;120;
FERNANDO PRESTES;SP;ARARAS;SP;4;0;
FERNANDO PRESTES;SP;CORDEIROPOLIS;SP;4;72;
FERNANDO PRESTES;SP;MARILIA;SP;4;0;
FERNANDO PRESTES;SP;RIBEIRAO PRETO;SP;6;96;
FERNANDO PRESTES;SP;SAO BERNARDO DO CAMPO;SP;24;96;
FERNANDOPOLIS;SP;MONTES CLAROS;MG;48;0;
FERNANDOPOLIS;SP;CURITIBA;PR;40;72;
FERNANDOPOLIS;SP;RIO DE JANEIRO;RJ;50;192;
FERNANDOPOLIS;SP;ARARAQUARA;SP;5;72;
FERNANDOPOLIS;SP;ARARAS;SP;24;0;
FERNANDOPOLIS;SP;CACAPAVA;SP;32;0;
FERNANDOPOLIS;SP;CORDEIROPOLIS;SP;24;96;
FERNANDOPOLIS;SP;MARILIA;SP;5;0;
FERNANDOPOLIS;SP;RIBEIRAO PRETO;SP;6;96;
FERNANDOPOLIS;SP;SAO BERNARDO DO CAMPO;SP;29;120;
FERNANDOPOLIS;SP;SAO PAULO;SP;30;144;
FERNAO;SP;MARILIA;SP;2;0;
FERNAO;SP;RIBEIRAO PRETO;SP;6;96;
FERNAO;SP;SAO BERNARDO DO CAMPO;SP;24;96;
FERRAZ DE VASCONCELOS;SP;MONTES CLAROS;MG;51;0;
FERRAZ DE VASCONCELOS;SP;JABOATAO DOS GUARARAPES;PE;132;192;
FERRAZ DE VASCONCELOS;SP;CURITIBA;PR;24;72;
FERRAZ DE VASCONCELOS;SP;RIO DE JANEIRO;RJ;24;96;
FERRAZ DE VASCONCELOS;SP;ARACATUBA;SP;29;0;
FERRAZ DE VASCONCELOS;SP;ARARAQUARA;SP;6;96;
FERRAZ DE VASCONCELOS;SP;ARARAS;SP;4;0;
FERRAZ DE VASCONCELOS;SP;CORDEIROPOLIS;SP;4;72;
FERRAZ DE VASCONCELOS;SP;MARILIA;SP;25;0;
FERRAZ DE VASCONCELOS;SP;RIBEIRAO PRETO;SP;24;96;
FERRAZ DE VASCONCELOS;SP;SAO BERNARDO DO CAMPO;SP;1;48;
FLORA RICA;SP;ARARAS;SP;26;0;
FLORA RICA;SP;CORDEIROPOLIS;SP;26;120;
FLORA RICA;SP;MARILIA;SP;4;0;
FLORA RICA;SP;RIBEIRAO PRETO;SP;26;96;
FLORA RICA;SP;SAO BERNARDO DO CAMPO;SP;34;144;
FLOREAL;SP;ARACATUBA;SP;2;0;
FLOREAL;SP;ARARAS;SP;24;0;
FLOREAL;SP;CORDEIROPOLIS;SP;24;96;
FLOREAL;SP;MARILIA;SP;4;0;
FLOREAL;SP;RIBEIRAO PRETO;SP;6;96;
FLOREAL;SP;SAO BERNARDO DO CAMPO;SP;28;120;
FLORIDA PAULISTA;SP;ARARAS;SP;24;0;
FLORIDA PAULISTA;SP;CORDEIROPOLIS;SP;24;120;
FLORIDA PAULISTA;SP;MARILIA;SP;3;0;
FLORIDA PAULISTA;SP;RIBEIRAO PRETO;SP;24;96;
FLORIDA PAULISTA;SP;SAO BERNARDO DO CAMPO;SP;33;144;
FLORINIA;SP;ARARAS;SP;24;0;
FLORINIA;SP;CORDEIROPOLIS;SP;24;96;
FLORINIA;SP;MARILIA;SP;2;0;
FLORINIA;SP;RIBEIRAO PRETO;SP;24;96;
FLORINIA;SP;SAO BERNARDO DO CAMPO;SP;27;120;
FRANCA;SP;FEIRA DE SANTANA;BA;84;0;
FRANCA;SP;MONTES CLAROS;MG;37;0;
FRANCA;SP;JABOATAO DOS GUARARAPES;PE;127;192;
FRANCA;SP;CURITIBA;PR;38;72;
FRANCA;SP;RIO DE JANEIRO;RJ;40;144;
FRANCA;SP;TRES RIOS;RJ;33;0;
FRANCA;SP;CARAZINHO;RS;63;0;
FRANCA;SP;ARACATUBA;SP;24;0;
FRANCA;SP;ARARAQUARA;SP;3;72;
FRANCA;SP;ARARAS;SP;4;0;
FRANCA;SP;CACAPAVA;SP;24;0;
FRANCA;SP;CORDEIROPOLIS;SP;5;72;
FRANCA;SP;MARILIA;SP;6;0;
FRANCA;SP;RIBEIRAO PRETO;SP;4;72;
FRANCA;SP;SAO BERNARDO DO CAMPO;SP;24;96;
FRANCA;SP;SAO JOSE DO RIO PARDO;SP;3;0;
FRANCISCO MORATO;SP;MONTES CLAROS;MG;48;0;
FRANCISCO MORATO;SP;RIO DE JANEIRO;RJ;27;120;
FRANCISCO MORATO;SP;ARARAQUARA;SP;5;72;
FRANCISCO MORATO;SP;ARARAS;SP;3;0;
FRANCISCO MORATO;SP;CORDEIROPOLIS;SP;3;72;
FRANCISCO MORATO;SP;MARILIA;SP;24;0;
FRANCISCO MORATO;SP;RIBEIRAO PRETO;SP;6;96;
FRANCISCO MORATO;SP;SAO BERNARDO DO CAMPO;SP;2;48;
FRANCO DA ROCHA;SP;MONTES CLAROS;MG;49;0;
FRANCO DA ROCHA;SP;CURITIBA;PR;24;72;
FRANCO DA ROCHA;SP;RIO DE JANEIRO;RJ;24;96;
FRANCO DA ROCHA;SP;ARARAQUARA;SP;5;72;
FRANCO DA ROCHA;SP;ARARAS;SP;3;0;
FRANCO DA ROCHA;SP;CORDEIROPOLIS;SP;3;72;
FRANCO DA ROCHA;SP;MARILIA;SP;24;0;
FRANCO DA ROCHA;SP;RIBEIRAO PRETO;SP;6;96;
FRANCO DA ROCHA;SP;SAO BERNARDO DO CAMPO;SP;2;48;
FRANCO DA ROCHA;SP;SAO JOSE DO RIO PARDO;SP;4;0;
GABRIEL MONTEIRO;SP;MARILIA;SP;3;0;
GABRIEL MONTEIRO;SP;RIBEIRAO PRETO;SP;24;96;
GABRIEL MONTEIRO;SP;SAO BERNARDO DO CAMPO;SP;30;120;
GALIA;SP;ARARAS;SP;5;0;
GALIA;SP;CORDEIROPOLIS;SP;5;72;
GALIA;SP;MARILIA;SP;1;0;
GALIA;SP;RIBEIRAO PRETO;SP;6;96;
GALIA;SP;SAO BERNARDO DO CAMPO;SP;24;96;
GALIA;SP;SAO PAULO;SP;24;120;
GARCA;SP;MONTES CLAROS;MG;56;0;
GARCA;SP;CURITIBA;PR;26;72;
GARCA;SP;RIO DE JANEIRO;RJ;40;144;
GARCA;SP;ARARAQUARA;SP;4;72;
GARCA;SP;ARARAS;SP;5;0;
GARCA;SP;CORDEIROPOLIS;SP;5;72;
GARCA;SP;MARILIA;SP;1;0;
GARCA;SP;RIBEIRAO PRETO;SP;6;96;
GARCA;SP;SAO BERNARDO DO CAMPO;SP;24;120;
GARCA;SP;SAO PAULO;SP;24;120;
GASTAO VIDIGAL;SP;ARARAS;SP;24;0;
GASTAO VIDIGAL;SP;CORDEIROPOLIS;SP;24;96;
GASTAO VIDIGAL;SP;MARILIA;SP;4;0;
GASTAO VIDIGAL;SP;RIBEIRAO PRETO;SP;6;96;
GASTAO VIDIGAL;SP;SAO BERNARDO DO CAMPO;SP;29;120;
GASTAO VIDIGAL;SP;SAO PAULO;SP;29;144;
GAVIAO PEIXOTO;SP;ARARAS;SP;3;0;
GAVIAO PEIXOTO;SP;CORDEIROPOLIS;SP;3;72;
GAVIAO PEIXOTO;SP;MARILIA;SP;4;0;
GAVIAO PEIXOTO;SP;RIBEIRAO PRETO;SP;2;48;
GAVIAO PEIXOTO;SP;SAO BERNARDO DO CAMPO;SP;6;96;
GENERAL SALGADO;SP;ARACATUBA;SP;2;0;
GENERAL SALGADO;SP;ARARAS;SP;24;0;
GENERAL SALGADO;SP;CORDEIROPOLIS;SP;24;96;
GENERAL SALGADO;SP;MARILIA;SP;4;0;
GENERAL SALGADO;SP;RIBEIRAO PRETO;SP;6;96;
GENERAL SALGADO;SP;SAO BERNARDO DO CAMPO;SP;29;120;
GENERAL SALGADO;SP;SAO PAULO;SP;29;144;
GETULINA;SP;ARARAS;SP;6;0;
GETULINA;SP;CORDEIROPOLIS;SP;6;96;
GETULINA;SP;MARILIA;SP;2;0;
GETULINA;SP;RIBEIRAO PRETO;SP;6;96;
GETULINA;SP;SAO BERNARDO DO CAMPO;SP;26;120;
GETULINA;SP;SAO PAULO;SP;25;144;
GLICERIO;SP;ARARAS;SP;24;0;
GLICERIO;SP;CORDEIROPOLIS;SP;24;96;
GLICERIO;SP;MARILIA;SP;3;0;
GLICERIO;SP;RIBEIRAO PRETO;SP;6;96;
GLICERIO;SP;SAO BERNARDO DO CAMPO;SP;28;120;
GLICERIO;SP;SAO PAULO;SP;27;144;
GUAICARA;SP;ARARAS;SP;6;0;
GUAICARA;SP;CORDEIROPOLIS;SP;6;96;
GUAICARA;SP;MARILIA;SP;2;0;
GUAICARA;SP;RIBEIRAO PRETO;SP;6;96;
GUAICARA;SP;SAO BERNARDO DO CAMPO;SP;25;120;
GUAIMBE;SP;ARARAS;SP;6;0;
GUAIMBE;SP;CORDEIROPOLIS;SP;6;96;
GUAIMBE;SP;MARILIA;SP;1;0;
GUAIMBE;SP;RIBEIRAO PRETO;SP;6;96;
GUAIMBE;SP;SAO BERNARDO DO CAMPO;SP;25;120;
GUAIRA;SP;ARARAS;SP;5;0;
GUAIRA;SP;CORDEIROPOLIS;SP;5;72;
GUAIRA;SP;MARILIA;SP;6;0;
GUAIRA;SP;RIBEIRAO PRETO;SP;6;96;
GUAIRA;SP;SAO BERNARDO DO CAMPO;SP;24;120;
GUAPIACU;SP;ARARAS;SP;5;0;
GUAPIACU;SP;CORDEIROPOLIS;SP;5;72;
GUAPIACU;SP;MARILIA;SP;4;0;
GUAPIACU;SP;RIBEIRAO PRETO;SP;6;96;
GUAPIACU;SP;SAO BERNARDO DO CAMPO;SP;24;120;
GUAPIARA;SP;ARARAS;SP;5;0;
GUAPIARA;SP;CORDEIROPOLIS;SP;5;72;
GUAPIARA;SP;MARILIA;SP;24;0;
GUAPIARA;SP;RIBEIRAO PRETO;SP;24;96;
GUAPIARA;SP;SAO BERNARDO DO CAMPO;SP;6;96;
GUAPIARA;SP;SAO PAULO;SP;6;96;
GUARACAI;SP;ARACATUBA;SP;2;0;
GUARACAI;SP;ARARAS;SP;25;0;
GUARACAI;SP;CORDEIROPOLIS;SP;24;120;
GUARACAI;SP;MARILIA;SP;5;0;
GUARACAI;SP;RIBEIRAO PRETO;SP;24;96;
GUARACAI;SP;SAO BERNARDO DO CAMPO;SP;33;144;
GUARACAI;SP;SAO PAULO;SP;32;168;
GUARACI;SP;ARARAS;SP;6;0;
GUARACI;SP;CORDEIROPOLIS;SP;6;96;
GUARACI;SP;MARILIA;SP;5;0;
GUARACI;SP;RIBEIRAO PRETO;SP;6;96;
GUARACI;SP;SAO BERNARDO DO CAMPO;SP;26;120;
GUARACI;SP;SAO PAULO;SP;31;144;
GUARANI DOESTE;SP;ARARAS;SP;24;0;
GUARANI DOESTE;SP;CORDEIROPOLIS;SP;24;96;
GUARANI DOESTE;SP;MARILIA;SP;6;0;
GUARANI DOESTE;SP;RIBEIRAO PRETO;SP;24;96;
GUARANI DOESTE;SP;SAO BERNARDO DO CAMPO;SP;31;144;
GUARANI DOESTE;SP;SAO PAULO;SP;31;144;
GUARANTA;SP;ARARAS;SP;5;0;
GUARANTA;SP;CORDEIROPOLIS;SP;5;72;
GUARANTA;SP;MARILIA;SP;2;0;
GUARANTA;SP;RIBEIRAO PRETO;SP;6;96;
GUARANTA;SP;SAO BERNARDO DO CAMPO;SP;24;120;
GUARANTA;SP;SAO PAULO;SP;24;120;
GUARARAPES;SP;MONTES CLAROS;MG;55;0;
GUARARAPES;SP;JABOATAO DOS GUARARAPES;PE;140;192;
GUARARAPES;SP;CURITIBA;PR;33;72;
GUARARAPES;SP;RIO DE JANEIRO;RJ;51;192;
GUARARAPES;SP;ARACATUBA;SP;1;0;
GUARARAPES;SP;ARARAQUARA;SP;6;96;
GUARARAPES;SP;ARARAS;SP;24;0;
GUARARAPES;SP;CORDEIROPOLIS;SP;24;96;
GUARARAPES;SP;MARILIA;SP;4;0;
GUARARAPES;SP;RIBEIRAO PRETO;SP;24;96;
GUARARAPES;SP;SAO BERNARDO DO CAMPO;SP;30;120;
GUARAREMA;SP;VITORIA DA CONQUISTA;BA;70;0;
GUARAREMA;SP;BRASILIA;DF;44;0;
GUARAREMA;SP;ANAPOLIS;GO;51;0;
GUARAREMA;SP;APARECIDA DE GOIANIA;GO;47;0;
GUARAREMA;SP;DAVINOPOLIS;MA;119;0;
GUARAREMA;SP;SAO LUIS;MA;150;0;
GUARAREMA;SP;ALEM PARAIBA;MG;24;0;
GUARAREMA;SP;CONTAGEM;MG;30;0;
GUARAREMA;SP;MONTES CLAROS;MG;51;0;
GUARAREMA;SP;UBERLANDIA;MG;33;0;
GUARAREMA;SP;SANTA ISABEL DO PARA;PA;146;0;
GUARAREMA;SP;CAMBARA;PR;24;0;
GUARAREMA;SP;CASCAVEL;PR;50;0;
GUARAREMA;SP;CURITIBA;PR;25;0;
GUARAREMA;SP;GUARATUBA;PR;30;0;
GUARAREMA;SP;LONDRINA;PR;31;0;
GUARAREMA;SP;MARINGA;PR;36;0;
GUARAREMA;SP;SAO JOSE DOS PINHAIS;PR;25;0;
GUARAREMA;SP;CAMPOS DOS GOYTACAZES;RJ;33;0;
GUARAREMA;SP;DUQUE DE CAXIAS;RJ;7;0;
GUARAREMA;SP;NOVA IGUACU;RJ;6;0;
GUARAREMA;SP;RESENDE;RJ;4;0;
GUARAREMA;SP;RIO DE JANEIRO;RJ;7;0;
GUARAREMA;SP;SAO PEDRO DA ALDEIA;RJ;26;0;
GUARAREMA;SP;SAPUCAIA;RJ;24;0;
GUARAREMA;SP;PORTO VELHO;RO;152;0;
GUARAREMA;SP;ELDORADO DO SUL;RS;61;0;
GUARAREMA;SP;NOVA SANTA RITA;RS;62;0;
GUARAREMA;SP;PASSO FUNDO;RS;54;0;
GUARAREMA;SP;PORTO ALEGRE;RS;61;0;
GUARAREMA;SP;SAPUCAIA DO SUL;RS;61;0;
GUARAREMA;SP;ITAJAI;SC;35;0;
GUARAREMA;SP;TIJUCAS;SC;36;0;
GUARAREMA;SP;ARARAS;SP;4;0;
GUARAREMA;SP;CAJAMAR;SP;2;0;
GUARAREMA;SP;EMBU;SP;3;0;
GUARAREMA;SP;GUARULHOS;SP;2;0;
GUARAREMA;SP;INDAIATUBA;SP;3;0;
GUARAREMA;SP;JACAREI;SP;1;0;
GUARAREMA;SP;MARILIA;SP;26;0;
GUARAREMA;SP;OSASCO;SP;2;0;
GUARAREMA;SP;RIBEIRAO PRETO;SP;24;96;
GUARAREMA;SP;SANTANA DE PARNAIBA;SP;2;0;
GUARAREMA;SP;SAO BERNARDO DO CAMPO;SP;2;72;
GUARA;SP;ARARAQUARA;SP;3;72;
GUARA;SP;ARARAS;SP;4;0;
GUARA;SP;CORDEIROPOLIS;SP;5;72;
GUARA;SP;MARILIA;SP;6;0;
GUARA;SP;RIBEIRAO PRETO;SP;4;72;
GUARA;SP;SAO BERNARDO DO CAMPO;SP;24;96;
GUARATINGUETA;SP;MONTES CLAROS;MG;45;0;
GUARATINGUETA;SP;CURITIBA;PR;30;72;
GUARATINGUETA;SP;RIO DE JANEIRO;RJ;6;72;
GUARATINGUETA;SP;ARARAQUARA;SP;24;96;
GUARATINGUETA;SP;ARARAS;SP;6;0;
GUARATINGUETA;SP;CACAPAVA;SP;2;0;
GUARATINGUETA;SP;CORDEIROPOLIS;SP;6;96;
GUARATINGUETA;SP;MARILIA;SP;31;0;
GUARATINGUETA;SP;RIBEIRAO PRETO;SP;24;96;
GUARATINGUETA;SP;SAO BERNARDO DO CAMPO;SP;4;72;
GUARATINGUETA;SP;SAO JOSE DO RIO PARDO;SP;6;0;
GUAREI;SP;ARARAS;SP;4;0;
GUAREI;SP;CORDEIROPOLIS;SP;3;72;
GUAREI;SP;MARILIA;SP;5;0;
GUAREI;SP;RIBEIRAO PRETO;SP;6;96;
GUAREI;SP;SAO BERNARDO DO CAMPO;SP;4;72;
GUARIBA;SP;MONTES CLAROS;MG;45;0;
GUARIBA;SP;RIO DE JANEIRO;RJ;37;144;
GUARIBA;SP;ARARAQUARA;SP;2;48;
GUARIBA;SP;ARARAS;SP;3;0;
GUARIBA;SP;CORDEIROPOLIS;SP;3;72;
GUARIBA;SP;MARILIA;SP;4;0;
GUARIBA;SP;RIBEIRAO PRETO;SP;4;72;
GUARIBA;SP;SAO BERNARDO DO CAMPO;SP;24;96;
GUARIBA;SP;SAO PAULO;SP;24;120;
GUARUJA;SP;IBIA;MG;38;0;
GUARUJA;SP;ITUIUTABA;MG;40;0;
GUARUJA;SP;MONTES CLAROS;MG;54;0;
GUARUJA;SP;RIO DE JANEIRO;RJ;53;192;
GUARUJA;SP;ARACATUBA;SP;32;0;
GUARUJA;SP;ARARAQUARA;SP;24;96;
GUARUJA;SP;ARARAS;SP;5;0;
GUARUJA;SP;CACAPAVA;SP;4;0;
GUARUJA;SP;CORDEIROPOLIS;SP;5;72;
GUARUJA;SP;MARILIA;SP;28;0;
GUARUJA;SP;RIBEIRAO PRETO;SP;24;96;
GUARUJA;SP;SAO BERNARDO DO CAMPO;SP;2;48;
GUARUJA;SP;SAO JOSE DO RIO PARDO;SP;24;0;
GUARUJA;SP;SAO PAULO;SP;3;96;
GUARULHOS;SP;FEIRA DE SANTANA;BA;91;0;
GUARULHOS;SP;ITABUNA;BA;83;0;
GUARULHOS;SP;IBIA;MG;34;0;
GUARULHOS;SP;ITUIUTABA;MG;35;0;
GUARULHOS;SP;MONTES CLAROS;MG;49;0;
GUARULHOS;SP;JABOATAO DOS GUARARAPES;PE;133;192;
GUARULHOS;SP;CURITIBA;PR;24;72;
GUARULHOS;SP;RIO DE JANEIRO;RJ;24;120;
GUARULHOS;SP;TRES RIOS;RJ;24;0;
GUARULHOS;SP;BOA VISTA;RR;446;0;
GUARULHOS;SP;CARAZINHO;RS;53;0;
GUARULHOS;SP;ARACATUBA;SP;27;0;
GUARULHOS;SP;ARARAQUARA;SP;5;72;
GUARULHOS;SP;ARARAS;SP;4;0;
GUARULHOS;SP;CACAPAVA;SP;2;0;
GUARULHOS;SP;CAMPINAS;SP;2;96;
GUARULHOS;SP;CORDEIROPOLIS;SP;3;72;
GUARULHOS;SP;MARILIA;SP;24;0;
GUARULHOS;SP;RIBEIRAO PRETO;SP;6;96;
GUARULHOS;SP;SAO BERNARDO DO CAMPO;SP;1;48;
GUARULHOS;SP;SAO JOSE DO RIO PARDO;SP;5;0;
GUARULHOS;SP;SAO PAULO;SP;1;48;
GUATAPARA;SP;ARARAS;SP;3;0;
GUATAPARA;SP;CORDEIROPOLIS;SP;3;72;
GUATAPARA;SP;MARILIA;SP;5;0;
GUATAPARA;SP;RIBEIRAO PRETO;SP;4;72;
GUATAPARA;SP;SAO BERNARDO DO CAMPO;SP;6;96;
GUZOLANDIA;SP;ARACATUBA;SP;2;0;
GUZOLANDIA;SP;ARARAS;SP;24;0;
GUZOLANDIA;SP;CORDEIROPOLIS;SP;24;96;
GUZOLANDIA;SP;MARILIA;SP;5;0;
GUZOLANDIA;SP;RIBEIRAO PRETO;SP;24;96;
GUZOLANDIA;SP;SAO BERNARDO DO CAMPO;SP;31;144;
GUZOLANDIA;SP;SAO PAULO;SP;31;144;
HERCULANDIA;SP;ARARAS;SP;24;0;
HERCULANDIA;SP;CORDEIROPOLIS;SP;24;96;
HERCULANDIA;SP;MARILIA;SP;2;0;
HERCULANDIA;SP;RIBEIRAO PRETO;SP;6;96;
HERCULANDIA;SP;SAO BERNARDO DO CAMPO;SP;28;120;
HOLAMBRA;SP;ARARAQUARA;SP;3;72;
HOLAMBRA;SP;ARARAS;SP;2;0;
HOLAMBRA;SP;CORDEIROPOLIS;SP;1;48;
HOLAMBRA;SP;MARILIA;SP;6;0;
HOLAMBRA;SP;RIBEIRAO PRETO;SP;6;96;
HOLAMBRA;SP;SAO BERNARDO DO CAMPO;SP;3;72;
HORTOLANDIA;SP;FEIRA DE SANTANA;BA;92;0;
HORTOLANDIA;SP;ARACATUBA;SP;24;0;
HORTOLANDIA;SP;ARARAQUARA;SP;3;72;
HORTOLANDIA;SP;ARARAS;SP;2;0;
HORTOLANDIA;SP;BARUERI;SP;2;72;
HORTOLANDIA;SP;CACAPAVA;SP;4;0;
HORTOLANDIA;SP;CORDEIROPOLIS;SP;1;48;
HORTOLANDIA;SP;GUARULHOS;SP;3;0;
HORTOLANDIA;SP;JUNDIAI;SP;1;0;
HORTOLANDIA;SP;MARILIA;SP;6;0;
HORTOLANDIA;SP;MAUA;SP;3;0;
HORTOLANDIA;SP;RIBEIRAO PRETO;SP;6;96;
HORTOLANDIA;SP;SAO BERNARDO DO CAMPO;SP;3;72;
HORTOLANDIA;SP;SAO JOSE DO RIO PARDO;SP;3;0;
HORTOLANDIA;SP;SAO PAULO;SP;3;0;
IACANGA;SP;ARARAS;SP;4;0;
IACANGA;SP;CORDEIROPOLIS;SP;4;72;
IACANGA;SP;MARILIA;SP;3;0;
IACANGA;SP;RIBEIRAO PRETO;SP;6;96;
IACANGA;SP;SAO BERNARDO DO CAMPO;SP;24;96;
IACRI;SP;ARARAS;SP;24;0;
IACRI;SP;CORDEIROPOLIS;SP;24;96;
IACRI;SP;MARILIA;SP;2;0;
IACRI;SP;RIBEIRAO PRETO;SP;24;96;
IACRI;SP;SAO BERNARDO DO CAMPO;SP;30;120;
IACRI;SP;SAO PAULO;SP;28;144;
IARAS;SP;ARARAS;SP;4;0;
IARAS;SP;CORDEIROPOLIS;SP;4;72;
